File Name,AST Similarity,Cosine TF-IDF Similarity,CodeBERT Semantic Similarity,CodeT5 Semantic Similarity,Node Overlap Similarity,Edge Overlap Similarity,CFG Similarity,Data Flow Similarity,Token Edit Similarity,Path Jaccard Similarity,Rabin Karp Similarity,NCD Similarity,MinHash Similarity,Dice Trigram Similarity,Execution Trace Similarity,CodeBLEU Score,Weisfeiler-Lehman Similarity,Jaro-Winkler Similarity,LCS Similarity,N-gram Token Similarity,clone_type
Gpt_false_pair_2181.c,1.0,1.0,1.0,0.99999994,0.127272727,0.0,0.595921208,0.767736213,1.0,1.0,1.0,0.052631579,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2182.c,1.0,1.0,1.0,0.99999994,0.127272727,0.016949153,0.594061118,0.576955527,1.0,1.0,1.0,0.052631579,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2183.c,1.0,1.0,0.99985623,0.99172056,0.11627907,0.0,0.747146911,0.679380716,1.0,1.0,1.0,0.068965517,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2184.c,1.0,1.0,0.99985623,0.99172056,0.11627907,0.022222222,0.666900513,0.529301445,1.0,1.0,1.0,0.068965517,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2185.c,1.0,1.0,0.99985623,0.99172056,0.11627907,0.022222222,0.753116368,0.898584894,1.0,1.0,1.0,0.068965517,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2186.c,1.0,1.0,1.0,1.0,0.135135135,0.025641026,0.64210126,0.566224872,1.0,1.0,1.0,0.083333333,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2187.c,1.0,1.0,1.0,1.0,0.135135135,0.0,0.678664325,0.625708141,1.0,1.0,1.0,0.083333333,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2188.c,1.0,1.0,0.9995329,0.9927077,0.135135135,0.025641026,0.632638458,0.661618492,1.0,1.0,1.0,0.166666667,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2189.c,1.0,1.0,1.0,1.0,0.135135135,0.025641026,0.599894567,0.867285469,1.0,1.0,1.0,0.083333333,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_219.c,1.0,1.0,0.99990714,0.9834287,0.103448276,0.0,0.784332189,0.872701887,1.0,1.0,1.0,0.087719298,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2190.c,1.0,1.0,1.0,1.0,0.135135135,0.025641026,0.515499884,0.586925097,1.0,1.0,1.0,0.083333333,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2191.c,1.0,1.0,0.99976015,0.98279476,0.135135135,0.052631579,0.592771494,0.607633767,1.0,1.0,1.0,0.15,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2192.c,1.0,1.0,0.99976015,0.98279476,0.135135135,0.0,0.846460732,0.713930086,1.0,1.0,1.0,0.15,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2193.c,1.0,1.0,0.99976015,0.98279476,0.135135135,0.0,0.581757178,0.887942869,1.0,1.0,1.0,0.15,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2194.c,1.0,1.0,0.99976015,0.98279476,0.135135135,0.0,0.501440735,0.530790566,1.0,1.0,1.0,0.15,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2195.c,1.0,1.0,0.99976015,0.98279476,0.135135135,0.0,0.670761243,0.863813808,1.0,1.0,1.0,0.15,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2196.c,1.0,1.0,0.99976015,0.98279476,0.135135135,0.025641026,0.68515638,0.681589938,1.0,1.0,1.0,0.15,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2197.c,1.0,1.0,0.9947715,0.96370393,0.135135135,0.0,0.769306708,0.714195905,1.0,1.0,1.0,0.225,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2198.c,1.0,1.0,0.99976015,0.98279476,0.135135135,0.025641026,0.894692884,0.668426669,1.0,1.0,1.0,0.15,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2199.c,1.0,1.0,0.9996773,0.9828031,0.135135135,0.0,0.593887347,0.806703253,1.0,1.0,1.0,0.146341463,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_22.c,1.0,1.0,0.9962741,0.9851889,0.148148148,0.0,0.524204355,0.656517123,1.0,1.0,1.0,0.14516129,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_220.c,1.0,1.0,0.9989035,0.945657,0.122807018,0.0,0.537309996,0.569061256,1.0,1.0,1.0,0.084745763,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2200.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.0,0.856310841,0.593913356,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2201.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.0,0.762654218,0.868454213,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2202.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.0,0.59460489,0.699190265,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2203.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.014084507,0.793929516,0.709890037,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2204.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.0,0.567810063,0.871596201,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2205.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.0,0.658538724,0.770002918,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2206.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.014084507,0.635161724,0.635668694,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2207.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.0,0.801457443,0.742378679,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2208.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.0,0.799005833,0.8588917,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2209.c,1.0,1.0,0.9999125,0.9941735,0.104477612,0.0,0.681502114,0.679727037,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_221.c,1.0,1.0,0.99993134,0.9851718,0.103448276,0.0,0.673620336,0.733813216,1.0,1.0,1.0,0.075757576,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2210.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.506398112,0.547883711,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2211.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.794189648,0.898462207,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2212.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.754291591,0.883622991,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2213.c,1.0,1.0,1.0,1.0000001,0.114754098,0.0,0.612157103,0.830548407,1.0,1.0,1.0,0.055555556,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2214.c,1.0,1.0,1.0,1.0000001,0.114754098,0.0,0.882119638,0.545878039,1.0,1.0,1.0,0.055555556,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2215.c,1.0,1.0,1.0,1.0000001,0.114754098,0.0,0.665816439,0.619678033,1.0,1.0,1.0,0.055555556,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2216.c,1.0,1.0,1.0,1.0000001,0.114754098,0.015384615,0.86731795,0.81025678,1.0,1.0,1.0,0.055555556,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2217.c,1.0,1.0,1.0,1.0000001,0.114754098,0.0,0.686071399,0.74612121,1.0,1.0,1.0,0.055555556,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2218.c,1.0,1.0,1.0,1.0000001,0.114754098,0.015384615,0.809792316,0.620004236,1.0,1.0,1.0,0.055555556,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2219.c,1.0,1.0,0.99975604,0.98935425,0.111111111,0.021276596,0.725045574,0.555268698,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_222.c,0.862973761,0.818180207,0.98988795,0.9513794,0.142857143,0.0,0.529517298,0.780158372,0.956521739,0.916666667,0.555555556,0.227272727,0.960784314,1.166666667,0,0.936594203,0.631578947,0.94,0.956521739,0.75,type12
Gpt_false_pair_2220.c,1.0,1.0,0.99975604,0.98935425,0.136363636,0.0,0.70524934,0.569139511,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2221.c,1.0,1.0,0.99975604,0.98935425,0.111111111,0.0,0.585714421,0.673028196,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2222.c,1.0,1.0,0.99975604,0.98935425,0.136363636,0.0,0.514734906,0.76675943,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2223.c,1.0,1.0,0.99975604,0.98935425,0.136363636,0.0,0.789185454,0.562572,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2224.c,1.0,1.0,0.99975604,0.98935425,0.136363636,0.0,0.64566156,0.571200576,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2225.c,1.0,1.0,0.99975604,0.98935425,0.136363636,0.0,0.832221058,0.881859274,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2226.c,1.0,1.0,0.99975604,0.98935425,0.136363636,0.021276596,0.577883732,0.677752639,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2227.c,1.0,1.0,0.99975604,0.98935425,0.136363636,0.021276596,0.6988823,0.670609021,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2228.c,1.0,1.0,0.99975604,0.98935425,0.136363636,0.0,0.744554562,0.514400995,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2229.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.664384624,0.758376713,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_223.c,0.862973761,0.818180207,0.9911271,0.96119463,0.142857143,0.027027027,0.761268019,0.69658038,0.956521739,0.916666667,0.4,0.212765957,0.960784314,1.166666667,0,0.936594203,0.631578947,0.944444444,0.956521739,0.75,type12
Gpt_false_pair_2230.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.761120165,0.602453214,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2231.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.649152399,0.798689332,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2232.c,1.0,1.0,1.0,0.99999994,0.142857143,0.027027027,0.721146023,0.809049664,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2233.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.855083798,0.591332348,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2234.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.809641028,0.527491246,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2235.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.544436355,0.67409892,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2236.c,1.0,1.0,1.0,0.99999994,0.142857143,0.027027027,0.859285933,0.661476929,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2237.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.541560055,0.55815444,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2238.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.608643466,0.510505953,1.0,1.0,1.0,0.081081081,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2239.c,1.0,1.0,0.999521,0.9861032,0.151515152,0.0,0.653541059,0.686687555,1.0,1.0,1.0,0.117647059,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_224.c,0.862973761,0.818180207,0.99212813,0.9612584,0.142857143,0.027027027,0.873548217,0.589633605,0.956521739,0.916666667,0.363636364,0.212765957,0.960784314,1.166666667,0,0.936594203,0.631578947,0.944444444,0.956521739,0.75,type12
Gpt_false_pair_2240.c,1.0,1.0,0.999521,0.9861032,0.151515152,0.028571429,0.681737455,0.784037133,1.0,1.0,1.0,0.117647059,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2241.c,1.0,1.0,0.9976132,0.9577958,0.151515152,0.0,0.814126884,0.702889535,1.0,1.0,1.0,0.142857143,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2242.c,1.0,1.0,0.9994434,0.98822206,0.161290323,0.03030303,0.805481153,0.791418876,1.0,1.0,1.0,0.114285714,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2243.c,1.0,1.0,0.9995574,0.9960685,0.142857143,0.0,0.685036591,0.744448542,1.0,1.0,1.0,0.137254902,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2244.c,1.0,1.0,0.9995236,0.9868539,0.142857143,0.0,0.709451831,0.648628788,1.0,1.0,1.0,0.14,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2245.c,1.0,1.0,0.9994615,0.9960644,0.142857143,0.0,0.567287813,0.659807022,1.0,1.0,1.0,0.142857143,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2246.c,1.0,1.0,1.0,0.99999994,0.142857143,0.0,0.54460824,0.62809202,1.0,1.0,1.0,0.057692308,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2247.c,1.0,1.0,0.9993417,0.9868399,0.142857143,0.0,0.887130308,0.833220907,1.0,1.0,1.0,0.152173913,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2248.c,1.0,1.0,0.9993596,0.98844945,0.142857143,0.0,0.798466026,0.635910928,1.0,1.0,1.0,0.145833333,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2249.c,1.0,1.0,0.999647,0.9966564,0.142857143,0.0,0.764352576,0.812906402,1.0,1.0,1.0,0.132075472,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_225.c,0.862973761,0.818180207,0.9884153,0.9483157,0.142857143,0.027027027,0.842221582,0.636808212,0.956521739,0.916666667,0.4,0.268292683,0.960784314,1.166666667,0,0.936594203,0.631578947,0.938356164,0.956521739,0.75,type12
Gpt_false_pair_2250.c,1.0,1.0,0.9999999,1.0,0.103448276,0.0,0.852210206,0.518178965,1.0,1.0,1.0,0.051724138,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2251.c,1.0,1.0,0.9999999,0.9999998,0.103448276,0.0,0.707463582,0.894084881,1.0,1.0,1.0,0.051724138,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2252.c,1.0,1.0,0.99974227,0.9906016,0.135135135,0.0,0.797640865,0.763253552,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2253.c,1.0,1.0,0.9998172,0.9926532,0.111111111,0.0,0.805629702,0.812192268,1.0,1.0,1.0,0.113636364,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2254.c,1.0,1.0,0.9998247,0.99293137,0.111111111,0.021276596,0.826745231,0.86342779,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2255.c,1.0,1.0,0.99987924,0.9908248,0.130434783,0.0,0.724651711,0.764379591,1.0,1.0,1.0,0.073170732,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2256.c,1.0,1.0,0.9998979,0.99321693,0.130434783,0.0,0.801115683,0.515860128,1.0,1.0,1.0,0.066666667,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2257.c,1.0,1.0,0.9998952,0.99278814,0.130434783,0.0,0.851601005,0.618952876,1.0,1.0,1.0,0.075,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2258.c,1.0,1.0,0.9999019,0.9890837,0.130434783,0.0,0.520572925,0.74128233,1.0,1.0,1.0,0.057142857,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2259.c,1.0,1.0,0.99989706,0.9949577,0.130434783,0.0,0.718471685,0.64304359,1.0,1.0,1.0,0.050632911,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_226.c,1.130193906,0.92074019,0.9964279,0.98436356,0.142857143,0.018867925,0.519468856,0.527514181,0.972972973,0.9375,0.647058824,0.19047619,0.960784314,1.473684211,0,0.955236486,0.708333333,0.968965517,0.972972973,0.842105263,type12
Gpt_false_pair_2260.c,1.0,1.0,0.9998904,0.99056566,0.130434783,0.0,0.674422368,0.814276485,1.0,1.0,1.0,0.092105263,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2261.c,1.0,1.0,0.9998897,0.9921857,0.130434783,0.0,0.665398791,0.754383592,1.0,1.0,1.0,0.08,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2262.c,1.0,1.0,0.9998967,0.99401635,0.130434783,0.020408163,0.582261398,0.642523245,1.0,1.0,1.0,0.052631579,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2263.c,1.0,1.0,0.9998937,0.9880738,0.130434783,0.0,0.798937662,0.738443755,1.0,1.0,1.0,0.077922078,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2264.c,1.0,1.0,0.9999073,0.99293405,0.130434783,0.0,0.721083137,0.550173262,1.0,1.0,1.0,0.065789474,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2265.c,1.0,1.0,0.9998966,0.9826837,0.14893617,0.0,0.676605132,0.703675988,1.0,1.0,1.0,0.065217391,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2266.c,1.0,1.0,0.9999018,0.9956697,0.104477612,0.0,0.665229438,0.73449288,1.0,1.0,1.0,0.057142857,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2267.c,1.0,1.0,0.9999018,0.9956697,0.104477612,0.0,0.696966428,0.889445651,1.0,1.0,1.0,0.057142857,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2268.c,1.0,1.0,0.9999018,0.9956697,0.104477612,0.0,0.58817946,0.810569045,1.0,1.0,1.0,0.057142857,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2269.c,1.0,1.0,0.9999018,0.9956697,0.104477612,0.0,0.824083537,0.817223114,1.0,1.0,1.0,0.057142857,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_227.c,1.516728625,0.92074019,0.99286795,0.9664072,0.204545455,0.0,0.738063445,0.543791217,0.914285714,0.0,0.444444444,0.253968254,0.834862385,1.1,0,0.457142857,0.344827586,0.949295775,0.914285714,0.65,type12
Gpt_false_pair_2270.c,1.0,1.0,0.9999018,0.9956697,0.104477612,0.0,0.694267986,0.565784722,1.0,1.0,1.0,0.057142857,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2271.c,1.0,1.0,0.9995794,0.98614657,0.117647059,0.0,0.587982706,0.644540725,1.0,1.0,1.0,0.127906977,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2272.c,1.0,1.0,0.999595,0.98662055,0.117647059,0.0,0.515077727,0.867979994,1.0,1.0,1.0,0.125,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2273.c,1.0,1.0,0.9996008,0.98749256,0.117647059,0.01369863,0.858093547,0.769322723,1.0,1.0,1.0,0.125,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2274.c,1.0,1.0,0.9995878,0.9864679,0.117647059,0.0,0.828743314,0.66399777,1.0,1.0,1.0,0.129411765,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2275.c,1.0,1.0,0.9995341,0.98549014,0.117647059,0.0,0.647369277,0.829462553,1.0,1.0,1.0,0.123595506,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2276.c,1.0,1.0,0.9995715,0.9867778,0.117647059,0.0,0.799265887,0.527403421,1.0,1.0,1.0,0.127906977,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2277.c,1.0,1.0,0.9995747,0.98592293,0.117647059,0.0,0.654523873,0.768028357,1.0,1.0,1.0,0.120879121,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2278.c,1.0,1.0,0.99954545,0.98566663,0.117647059,0.01369863,0.601483698,0.606558891,1.0,1.0,1.0,0.13253012,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2279.c,1.0,1.0,0.9995577,0.98711765,0.117647059,0.0,0.642338719,0.720776979,1.0,1.0,1.0,0.123595506,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_228.c,1.130193906,0.92074019,0.9964279,0.98436356,0.142857143,0.018867925,0.732822873,0.824470464,0.972972973,0.9375,0.647058824,0.19047619,0.960784314,1.473684211,0,0.955236486,0.708333333,0.968965517,0.972972973,0.842105263,type12
Gpt_false_pair_2280.c,1.0,1.0,0.9996032,0.98574793,0.117647059,0.0,0.606705721,0.814275608,1.0,1.0,1.0,0.129411765,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2281.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.585155027,0.765337739,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2282.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.89010911,0.660695451,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2283.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.524325394,0.641392093,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2284.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.772730835,0.597683745,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2285.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.828519405,0.834269785,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2286.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.597762507,0.523034234,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2287.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.72979025,0.51030225,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2288.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.616455673,0.591527618,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2289.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.645892077,0.680938368,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_229.c,1.516728625,0.92074019,0.99286795,0.9664072,0.204545455,0.02,0.582612321,0.773963785,0.914285714,0.0,0.444444444,0.253968254,0.834862385,1.1,0,0.457142857,0.344827586,0.949295775,0.914285714,0.65,type12
Gpt_false_pair_2290.c,1.0,1.0,1.0000001,1.0,0.135135135,0.0,0.719076085,0.585331926,1.0,1.0,1.0,0.090909091,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2291.c,1.0,1.0,1.0,1.0000004,0.14893617,0.0,0.750840664,0.644404429,1.0,1.0,1.0,0.081632653,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2292.c,1.0,1.0,1.0,1.0000004,0.14893617,0.0,0.55935512,0.513029325,1.0,1.0,1.0,0.081632653,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2293.c,1.0,1.0,0.99982184,0.9767351,0.11627907,0.0,0.578929201,0.634574954,1.0,1.0,1.0,0.125,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_2294.c,1.0,1.0,0.99982184,0.9767351,0.11627907,0.0,0.584402779,0.771195059,1.0,1.0,1.0,0.125,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
